0,0,0,0,44.44
0,0,0,1,49.53
0,0,0,2,44.8
0,0,0,3,49.25
0,0,0,4,46.75
0,0,0,5,41.53
0,0,0,6,34.4
0,0,0,7,30.96
0,0,0,8,10.29
0,0,0,9,17.99
0,0,0,10,26.37
0,0,0,11,25.04
0,0,0,12,23.4
0,0,0,13,20.62
0,0,0,14,10.31
0,0,0,15,14.46
0,0,0,16,23.46
0,0,0,17,19.27
0,0,0,18,21.29
0,0,0,19,27.9
0,0,0,20,29.08
0,0,0,21,28.01
0,0,0,22,41.24
0,0,0,23,43.69
0,0,1,0,45.85
0,0,1,1,40.77
0,0,1,2,47.24
0,0,1,3,46.53
0,0,1,4,46.62
0,0,1,5,37.32
0,0,1,6,36.69
0,0,1,7,24.79
0,0,1,8,22.45
0,0,1,9,17.12
0,0,1,10,23.95
0,0,1,11,26.13
0,0,1,12,20.95
0,0,1,13,20.98
0,0,1,14,26.58
0,0,1,15,28.86
0,0,1,16,21.14
0,0,1,17,23.09
0,0,1,18,20.65
0,0,1,19,21.48
0,0,1,20,25.11
0,0,1,21,35.42
0,0,1,22,29.0
0,0,1,23,40.11
0,0,2,0,7.97
0,0,2,1,8.9
0,0,2,2,13.42
0,0,2,3,44.34
0,0,2,4,42.17
0,0,2,5,36.13
0,0,2,6,33.57
0,0,2,7,21.44
0,0,2,8,27.86
0,0,2,9,21.42
0,0,2,10,26.83
0,0,2,11,24.33
0,0,2,12,21.06
0,0,2,13,24.04
0,0,2,14,13.71
0,0,2,15,28.43
0,0,2,16,24.02
0,0,2,17,26.35
0,0,2,18,24.47
0,0,2,19,27.37
0,0,2,20,26.73
0,0,2,21,32.2
0,0,2,22,40.86
0,0,2,23,47.81
0,0,3,0,50.26
0,0,3,1,17.91
0,0,3,2,33.79
0,0,3,3,41.67
0,0,3,4,44.95
0,0,3,5,36.01
0,0,3,6,29.53
0,0,3,7,31.8
0,0,3,8,29.0
0,0,3,9,28.47
0,0,3,10,22.35
0,0,3,11,24.22
0,0,3,12,21.03
0,0,3,13,27.83
0,0,3,14,21.14
0,0,3,15,27.33
0,0,3,16,15.83
0,0,3,17,21.02
0,0,3,18,23.97
0,0,3,19,24.27
0,0,3,20,27.55
0,0,3,21,33.02
0,0,3,22,34.89
0,0,3,23,30.53
0,0,4,0,49.28
0,0,4,1,41.27
0,0,4,2,46.21
0,0,4,3,45.98
0,0,4,4,47.06
0,0,4,5,18.41
0,0,4,6,32.8
0,0,4,7,32.0
0,0,4,8,29.7
0,0,4,9,20.05
0,0,4,10,25.58
0,0,4,11,26.11
0,0,4,12,28.54
0,0,4,13,25.43
0,0,4,14,29.21
0,0,4,15,30.26
0,0,4,16,23.59
0,0,4,17,23.45
0,0,4,18,27.6
0,0,4,19,25.63
0,0,4,20,23.63
0,0,4,21,21.16
0,0,4,22,31.27
0,0,4,23,34.26
0,0,5,0,46.02
0,0,5,1,39.08
0,0,5,2,47.47
0,0,5,3,43.72
0,0,5,4,43.23
0,0,5,5,30.42
0,0,5,6,32.0
0,0,5,7,32.22
0,0,5,8,7.69
0,0,5,9,18.13
0,0,5,10,25.11
0,0,5,11,26.76
0,0,5,12,24.52
0,0,5,13,21.85
0,0,5,14,24.76
0,0,5,15,30.15
0,0,5,16,28.08
0,0,5,17,26.11
0,0,5,18,23.83
0,0,5,19,21.15
0,0,5,20,25.66
0,0,5,21,33.82
0,0,5,22,33.4
0,0,5,23,44.02
0,0,6,0,40.5
0,0,6,1,36.54
0,0,6,2,39.68
0,0,6,3,50.0
0,0,6,4,48.23
0,0,6,5,46.63
0,0,6,6,33.01
0,0,6,7,28.24
0,0,6,8,25.53
0,0,6,9,24.17
0,0,6,10,25.63
0,0,6,11,25.94
0,0,6,12,14.38
0,0,6,13,26.81
0,0,6,14,25.19
0,0,6,15,22.64
0,0,6,16,24.62
0,0,6,17,16.13
0,0,6,18,17.59
0,0,6,19,21.75
0,0,6,20,27.26
0,0,6,21,31.84
0,0,6,22,38.2
0,0,6,23,36.81
0,1,0,0,28.61
0,1,0,1,45.29
0,1,0,2,43.42
0,1,0,3,51.15
0,1,0,4,45.76
0,1,0,5,42.82
0,1,0,6,27.81
0,1,0,7,29.85
0,1,0,8,19.69
0,1,0,9,20.54
0,1,0,10,14.38
0,1,0,11,19.48
0,1,0,12,14.19
0,1,0,13,23.15
0,1,0,14,27.29
0,1,0,15,26.67
0,1,0,16,23.49
0,1,0,17,19.44
0,1,0,18,25.52
0,1,0,19,28.72
0,1,0,20,30.3
0,1,0,21,33.38
0,1,0,22,39.33
0,1,0,23,43.27
0,1,1,0,35.01
0,1,1,1,43.77
0,1,1,2,40.65
0,1,1,3,43.13
0,1,1,4,45.98
0,1,1,5,34.3
0,1,1,6,33.49
0,1,1,7,21.94
0,1,1,8,29.1
0,1,1,9,21.51
0,1,1,10,27.53
0,1,1,11,28.58
0,1,1,12,25.5
0,1,1,13,23.9
0,1,1,14,26.33
0,1,1,15,21.6
0,1,1,16,23.11
0,1,1,17,22.49
0,1,1,18,21.9
0,1,1,19,19.39
0,1,1,20,29.27
0,1,1,21,31.31
0,1,1,22,37.08
0,1,1,23,30.57
0,1,2,0,39.81
0,1,2,1,40.54
0,1,2,2,34.5
0,1,2,3,36.63
0,1,2,4,46.97
0,1,2,5,35.9
0,1,2,6,31.2
0,1,2,7,23.66
0,1,2,8,25.73
0,1,2,9,23.76
0,1,2,10,21.04
0,1,2,11,24.05
0,1,2,12,22.01
0,1,2,13,25.65
0,1,2,14,29.89
0,1,2,15,21.89
0,1,2,16,20.07
0,1,2,17,20.99
0,1,2,18,18.48
0,1,2,19,15.61
0,1,2,20,23.66
0,1,2,21,25.86
0,1,2,22,27.75
0,1,2,23,23.06
0,1,3,0,42.61
0,1,3,1,45.19
0,1,3,2,45.88
0,1,3,3,41.77
0,1,3,4,41.39
0,1,3,5,40.5
0,1,3,6,28.44
0,1,3,7,22.78
0,1,3,8,31.68
0,1,3,9,27.19
0,1,3,10,24.31
0,1,3,11,21.81
0,1,3,12,27.22
0,1,3,13,25.71
0,1,3,14,23.95
0,1,3,15,23.38
0,1,3,16,26.33
0,1,3,17,24.02
0,1,3,18,22.63
0,1,3,19,19.91
0,1,3,20,24.75
0,1,3,21,32.5
0,1,3,22,39.34
0,1,3,23,41.76
0,1,4,0,45.82
0,1,4,1,45.77
0,1,4,2,42.62
0,1,4,3,46.78
0,1,4,4,46.64
0,1,4,5,38.13
0,1,4,6,31.48
0,1,4,7,22.28
0,1,4,8,23.31
0,1,4,9,24.97
0,1,4,10,23.09
0,1,4,11,27.07
0,1,4,12,22.26
0,1,4,13,21.55
0,1,4,14,28.81
0,1,4,15,22.76
0,1,4,16,22.42
0,1,4,17,18.07
0,1,4,18,17.13
0,1,4,19,16.03
0,1,4,20,22.23
0,1,4,21,25.5
0,1,4,22,36.46
0,1,4,23,33.96
0,1,5,0,44.72
0,1,5,1,42.81
0,1,5,2,47.93
0,1,5,3,46.23
0,1,5,4,43.86
0,1,5,5,37.14
0,1,5,6,30.85
0,1,5,7,24.46
0,1,5,8,28.43
0,1,5,9,22.37
0,1,5,10,27.56
0,1,5,11,21.95
0,1,5,12,20.28
0,1,5,13,21.51
0,1,5,14,26.89
0,1,5,15,25.71
0,1,5,16,22.39
0,1,5,17,17.01
0,1,5,18,21.52
0,1,5,19,25.38
0,1,5,20,26.46
0,1,5,21,31.85
0,1,5,22,37.21
0,1,5,23,26.57
0,1,6,0,11.72
0,1,6,1,33.62
0,1,6,2,42.39
0,1,6,3,52.45
0,1,6,4,43.13
0,1,6,5,40.16
0,1,6,6,38.64
0,1,6,7,32.41
0,1,6,8,26.31
0,1,6,9,17.45
0,1,6,10,17.74
0,1,6,11,20.9
0,1,6,12,17.64
0,1,6,13,15.11
0,1,6,14,22.43
0,1,6,15,23.71
0,1,6,16,24.1
0,1,6,17,21.12
0,1,6,18,16.87
0,1,6,19,22.11
0,1,6,20,20.56
0,1,6,21,33.0
0,1,6,22,30.05
0,1,6,23,39.68
1,0,0,0,40.38
1,0,0,1,44.14
1,0,0,2,43.53
1,0,0,3,44.8
1,0,0,4,54.56
1,0,0,5,37.81
1,0,0,6,34.94
1,0,0,7,38.51
1,0,0,8,29.95
1,0,0,9,26.53
1,0,0,10,30.18
1,0,0,11,20.61
1,0,0,12,25.54
1,0,0,13,22.71
1,0,0,14,24.61
1,0,0,15,24.67
1,0,0,16,17.1
1,0,0,17,20.26
1,0,0,18,21.18
1,0,0,19,18.39
1,0,0,20,23.0
1,0,0,21,31.03
1,0,0,22,34.2
1,0,0,23,41.88
1,0,1,0,50.0
1,0,1,1,21.17
1,0,1,2,39.0
1,0,1,3,42.82
1,0,1,4,46.91
1,0,1,5,33.94
1,0,1,6,36.89
1,0,1,7,22.59
1,0,1,8,12.8
1,0,1,9,32.0
1,0,1,10,25.14
1,0,1,11,29.55
1,0,1,12,23.75
1,0,1,13,26.83
1,0,1,14,11.8
1,0,1,15,21.4
1,0,1,16,24.05
1,0,1,17,20.16
1,0,1,18,13.34
1,0,1,19,20.59
1,0,1,20,15.02
1,0,1,21,30.36
1,0,1,22,36.74
1,0,1,23,45.28
1,0,2,0,43.2
1,0,2,1,41.57
1,0,2,2,49.48
1,0,2,3,40.36
1,0,2,4,44.29
